date,portfolio_value
2023-12-01 00:00:00+00:00,57903.07000000002
2023-12-04 00:00:00+00:00,57843.79000000002
2023-12-05 00:00:00+00:00,57932.710000000036
2023-12-06 00:00:00+00:00,57853.67000000002
2023-12-07 00:00:00+00:00,58031.510000000024
2023-12-08 00:00:00+00:00,57853.67000000002
2023-12-11 00:00:00+00:00,58337.79000000002
2023-12-12 00:00:00+00:00,58713.230000000025
2023-12-13 00:00:00+00:00,59138.07000000002
2023-12-14 00:00:00+00:00,58219.230000000025
2023-12-15 00:00:00+00:00,57932.710000000036
2023-12-18 00:00:00+00:00,58268.63000000003
2023-12-19 00:00:00+00:00,58150.07000000002
2023-12-20 00:00:00+00:00,57013.87000000003
2023-12-21 00:00:00+00:00,57260.87000000003
2023-12-22 00:00:00+00:00,57507.87000000003
2023-12-26 00:00:00+00:00,57903.07000000002
2023-12-27 00:00:00+00:00,58001.87000000003
2023-12-28 00:00:00+00:00,58051.270000000026
2023-01-04 00:00:00+00:00,176472.95
2023-01-05 00:00:00+00:00,175257.71000000002
2023-01-06 00:00:00+00:00,178755.23
2023-01-09 00:00:00+00:00,177431.31000000003
2023-01-10 00:00:00+00:00,175396.03000000006
2023-01-11 00:00:00+00:00,175870.27000000002
2023-01-12 00:00:00+00:00,173637.39000000004
2023-01-13 00:00:00+00:00,173331.11000000002
2023-01-17 00:00:00+00:00,173696.67000000004
2023-01-18 00:00:00+00:00,169823.71000000002
2023-01-19 00:00:00+00:00,167768.67000000004
2023-01-20 00:00:00+00:00,167956.39000000004
2023-01-23 00:00:00+00:00,167245.03000000006
2023-01-24 00:00:00+00:00,168618.35
2023-01-25 00:00:00+00:00,169843.47
2023-01-26 00:00:00+00:00,167966.27000000002
2023-01-27 00:00:00+00:00,167541.43000000002
2023-01-30 00:00:00+00:00,167946.50999999998
2023-01-31 00:00:00+00:00,168756.67000000004
2023-02-01 00:00:00+00:00,168559.07000000004
2023-02-02 00:00:00+00:00,167966.27000000002
2023-02-03 00:00:00+00:00,167086.95
2023-02-06 00:00:00+00:00,169892.87
2023-02-07 00:00:00+00:00,169201.27000000002
2023-02-08 00:00:00+00:00,169794.07000000004
2023-02-09 00:00:00+00:00,170831.47
2023-02-10 00:00:00+00:00,174279.59000000003
2023-02-13 00:00:00+00:00,175652.91
2023-02-14 00:00:00+00:00,173587.99000000002
2023-02-15 00:00:00+00:00,173815.23
2023-02-16 00:00:00+00:00,172906.27000000002
2023-02-17 00:00:00+00:00,173676.91
2023-02-21 00:00:00+00:00,174674.79
2023-02-22 00:00:00+00:00,174012.83000000002
2023-02-23 00:00:00+00:00,174200.55000000002
2023-02-24 00:00:00+00:00,173667.03000000006
2023-02-27 00:00:00+00:00,173805.35
2023-02-28 00:00:00+00:00,171493.43000000002
2023-03-01 00:00:00+00:00,169290.19000000003
2023-03-02 00:00:00+00:00,171117.99000000002
2023-03-03 00:00:00+00:00,171276.07000000004
2023-03-06 00:00:00+00:00,171434.15
2023-03-07 00:00:00+00:00,170732.67000000004
2023-03-08 00:00:00+00:00,171038.95
2023-03-09 00:00:00+00:00,169388.99000000002
2023-03-10 00:00:00+00:00,170041.07000000004
2023-03-13 00:00:00+00:00,172540.71000000002
2023-03-14 00:00:00+00:00,171671.27000000002
2023-03-15 00:00:00+00:00,174210.43000000002
2023-03-16 00:00:00+00:00,173153.27000000002
2023-03-17 00:00:00+00:00,173578.11000000002
2023-03-20 00:00:00+00:00,175356.50999999998
2023-03-21 00:00:00+00:00,175583.75000000003
2023-03-22 00:00:00+00:00,174763.71000000002
2023-03-23 00:00:00+00:00,174042.47
2023-03-24 00:00:00+00:00,176966.95
2023-03-27 00:00:00+00:00,177352.27000000002
2023-03-28 00:00:00+00:00,177283.11000000002
2023-03-29 00:00:00+00:00,178735.47
2023-03-30 00:00:00+00:00,178695.95
2023-03-31 00:00:00+00:00,180197.71000000002
2023-04-03 00:00:00+00:00,180583.03000000006
2023-04-04 00:00:00+00:00,180079.15
2023-04-05 00:00:00+00:00,181432.71000000002
2023-04-06 00:00:00+00:00,182134.19000000003
2023-04-10 00:00:00+00:00,181027.63000000003
2023-04-11 00:00:00+00:00,181403.07000000004
2023-04-12 00:00:00+00:00,180375.55000000002
2023-04-13 00:00:00+00:00,182272.50999999998
2023-04-14 00:00:00+00:00,181600.67000000004
2023-04-17 00:00:00+00:00,182420.71000000002
2023-04-18 00:00:00+00:00,182776.39000000004
2023-04-19 00:00:00+00:00,182450.35
2023-04-20 00:00:00+00:00,183112.31000000003
2023-04-21 00:00:00+00:00,183230.87
2023-04-24 00:00:00+00:00,184515.27000000002
2023-04-25 00:00:00+00:00,186985.27000000002
2023-04-26 00:00:00+00:00,185799.67000000004
2023-04-27 00:00:00+00:00,187716.39000000004
2023-04-28 00:00:00+00:00,188615.47
2023-05-01 00:00:00+00:00,189692.39000000004
2023-05-02 00:00:00+00:00,190295.07000000004
2023-05-03 00:00:00+00:00,189949.27000000002
2023-05-04 00:00:00+00:00,191045.95
2023-05-05 00:00:00+00:00,191945.03000000006
2023-05-08 00:00:00+00:00,190966.91
2023-05-09 00:00:00+00:00,191678.27000000002
2023-05-10 00:00:00+00:00,191727.67000000004
2023-05-11 00:00:00+00:00,192942.91
2023-05-12 00:00:00+00:00,193753.07000000004
2023-05-15 00:00:00+00:00,191945.03000000006
2023-05-16 00:00:00+00:00,191036.07000000004
2023-05-17 00:00:00+00:00,190018.43000000002
